review_id,product_id,review_text,rating,date
R0966,P0019,Battery life could be better.,2,2024-03-26
R0967,P0034,Battery life could be better.,5,2024-07-19
R0968,P0046,The product was decent but packaging was bad.,5,2023-12-20
R0969,P0036,Exceeded expectations!,3,2024-07-21
R0970,P0001,Good value for money and works as expected.,1,2024-07-29
R0971,P0004,Fast delivery and great performance.,1,2024-06-09
R0972,P0035,Terrible experience overall.,5,2023-06-05
R0973,P0047,Battery life could be better.,2,2023-08-30
R0974,P0028,Perfect product! Worth every rupee.,1,2023-06-12
R0975,P0044,The product was decent but packaging was bad.,2,2023-11-26
R0976,P0031,Amazing! Would buy again.,3,2023-11-08
R0977,P0014,Absolutely loved it! Highly recommend.,2,2023-05-25
R0978,P0040,Absolutely loved it! Highly recommend.,1,2023-04-07
R0979,P0021,Fast delivery and great performance.,3,2023-12-23
R0980,P0028,Not satisfied. Received wrong color.,3,2023-04-03
R0981,P0002,Not satisfied. Received wrong color.,2,2024-10-29
R0982,P0019,Average quality for the price.,5,2024-07-27
R0983,P0050,Good value for money and works as expected.,4,2024-10-25
R0984,P0006,Good value for money and works as expected.,5,2024-03-20
R0985,P0040,It stopped working after a week.,4,2023-12-12
R0986,P0001,Amazing! Would buy again.,5,2023-10-30
R0987,P0015,Amazing! Would buy again.,3,2024-09-27
R0988,P0015,Fast delivery and great performance.,2,2024-05-08
R0989,P0006,Exceeded expectations!,1,2023-08-02
R0990,P0049,Amazing! Would buy again.,1,2024-01-09
R0991,P0024,Good value for money and works as expected.,3,2023-07-20
R0992,P0014,Not satisfied. Received wrong color.,1,2023-08-17
R0993,P0013,It stopped working after a week.,5,2024-10-28
R0994,P0034,Battery life could be better.,5,2023-09-16
R0995,P0026,Very poor customer support experience.,4,2024-03-10
R0996,P0050,Average quality for the price.,4,2024-09-08
R0997,P0032,Terrible experience overall.,3,2024-01-09
R0998,P0031,Fast delivery and great performance.,5,2024-08-24
R0999,P0003,Terrible experience overall.,3,2023-12-11
R1000,P0050,Absolutely loved it! Highly recommend.,1,2023-02-28
